,average_month_invites,average_week_invites,diff_day_first,diff_day_second,diff_days_mean,diff_days_last,diff_days_prelast,diff_test_date_and_last_invite,end_date_clientstart_median,end_date_clientstart_max-min,difference_median_and_max-min,diff_first_lastdt,diff_between_end_date_and_first_client,clients_per_day,clients_invited_last_30_days,clients_invited_last_60_days,clients_invited_last_90_days,clients_invited_last_180_days,clients_invited_last_270_days,clients_invited_last_365_days,churn
4097,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,458,458,0,-458,0.0,458,458.0,0,0,0,0,0,0,0
4099,1.5,1.0714285714285714,13.0,24.0,29.133333333333333,84.0,30.0,29,331,437,106,-71.0,466,31.066666666666666,1,1,1,4,6,10,1
4100,1.7,1.1333333333333333,12.0,6.0,25.88235294117647,18.0,22.0,24,295,440,145,-6.0,464,27.294117647058822,1,2,3,5,8,9,1
4101,1.0,1.0,23.0,-100.0,11.5,23.0,-100.0,471,482,23,-460,0.0,494,247.0,0,0,0,0,0,0,0
4102,45.5,10.705882352941176,1.0,1.0,0.7564102564102564,7.0,1.0,4,195,413,218,-6.0,417,0.7637362637362637,11,39,66,214,375,492,1
4103,1.0,1.0,117.0,24.0,47.0,24.0,117.0,135,159,141,-18,93.0,276,92.0,0,0,0,2,2,3,0
4104,4.0,1.7777777777777777,1.0,6.0,9.875,35.0,0.0,321,445,158,-287,-34.0,479,29.9375,0,0,0,0,0,3,0
4105,1.6666666666666667,1.0,9.0,36.0,90.2,404.0,2.0,37,443,451,8,-395.0,488,97.6,0,1,1,1,1,1,1
4108,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,117,117,0,-117,0.0,117,117.0,0,0,0,1,1,1,0
4109,1.0,1.0,59.0,-100.0,29.5,59.0,-100.0,429,458,59,-400,0.0,488,244.0,0,0,0,0,0,0,0
4110,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,99,99,0,-99,0.0,99,99.0,0,0,0,1,1,1,1
4111,3.0,3.0,0.0,2.0,0.6666666666666666,2.0,0.0,10,12,2,-10,-2.0,12,4.0,3,3,3,3,3,3,1
4112,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,103,103,0,-103,0.0,103,103.0,0,0,0,1,1,1,0
4114,6.666666666666667,2.857142857142857,1.0,29.0,3.75,0.0,0.0,158,188,75,-113,1.0,233,11.65,0,0,0,8,20,20,0
4115,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,65,65,0,-65,0.0,65,65.0,0,0,1,1,1,1,0
4116,3.3333333333333335,2.0,1.0,4.0,14.7,114.0,6.0,262,402,147,-255,-113.0,409,40.9,0,0,0,0,1,1,0
4120,1.6,1.0,11.0,79.0,56.125,12.0,229.0,11,312,449,136,-1.0,460,57.5,2,2,2,2,3,5,1
4122,1.6,1.1428571428571428,41.0,15.0,26.625,1.0,35.0,4,257,426,169,40.0,430,26.875,2,3,4,5,9,13,1
4123,1.375,1.2222222222222223,52.0,60.0,35.45454545454545,89.0,54.0,70,255,390,135,-37.0,460,41.81818181818182,0,0,1,2,6,9,0
4124,7.083333333333333,2.2972972972972974,1.0,13.0,5.564705882352941,0.0,3.0,15,216,473,257,1.0,488,5.741176470588235,5,9,9,33,50,68,1
4125,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,487,487,0,-487,0.0,487,487.0,0,0,0,0,0,0,0
4126,1.0,1.0,60.0,-100.0,30.0,60.0,-100.0,10,40,60,20,0.0,70,35.0,1,1,2,2,2,2,0
4127,1.25,1.0,65.0,34.0,33.0,64.0,2.0,287,353,165,-188,1.0,452,90.4,0,0,0,0,0,3,1
4128,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,316,330,28,-302,0.0,344,172.0,0,0,0,0,0,2,0
4129,1.0,1.0,54.0,11.0,41.57142857142857,61.0,51.0,18,155,291,136,-7.0,309,44.142857142857146,1,1,2,4,6,7,1
4130,1.7777777777777777,1.2307692307692308,1.0,21.0,21.5,33.0,18.0,129,335,344,9,-32.0,473,29.5625,0,0,0,3,3,12,0
4132,1.3333333333333333,1.0,24.0,1.0,33.0,127.0,20.0,71,305,396,90,-103.0,467,38.916666666666664,0,0,1,1,5,7,0
4133,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,396,396,0,-396,0.0,396,396.0,0,0,0,0,0,0,0
4135,2.6666666666666665,1.7777777777777777,2.0,11.0,16.5,134.0,32.0,216,437,264,-173,-132.0,480,30.0,0,0,0,0,1,2,0
4136,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,294,294,0,-294,0.0,294,294.0,0,0,0,0,0,1,0
4137,7.666666666666667,2.4210526315789473,2.0,5.0,4.978260869565218,14.0,15.0,24,361,458,97,-12.0,482,5.239130434782608,1,3,4,21,27,50,1
4140,1.3636363636363635,1.0,19.0,44.0,27.666666666666668,39.0,16.0,46,224,415,191,-20.0,461,30.733333333333334,0,1,2,5,9,12,0
4141,1.0,1.0,67.0,-100.0,33.5,67.0,-100.0,404,437,67,-371,0.0,471,235.5,0,0,0,0,0,0,0
4142,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,230,230,0,-230,0.0,230,230.0,0,0,0,0,1,1,0
4144,3.0,2.625,0.0,37.0,17.238095238095237,24.0,106.0,84,382,362,-20,-24.0,446,21.238095238095237,0,0,1,2,3,7,1
4145,7.0,2.8,1.0,27.0,3.642857142857143,10.0,4.0,268,354,204,-151,-9.0,472,8.428571428571429,0,0,0,0,1,35,0
4147,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,308,308,0,-308,0.0,308,308.0,0,0,0,0,0,1,0
4150,2.5,1.25,8.0,0.0,14.4,13.0,0.0,108,199,144,-55,-5.0,252,25.2,0,0,0,3,10,10,0
4152,1.5,1.0,42.0,2.0,14.666666666666666,2.0,42.0,329,331,44,-287,40.0,373,124.33333333333333,0,0,0,0,0,2,0
4153,2.0,1.4,7.0,55.0,13.857142857142858,2.0,6.0,114,172,194,21,5.0,308,22.0,0,0,0,10,12,14,0
4154,15.444444444444445,4.633333333333334,10.0,0.0,1.7625899280575539,1.0,3.0,226,365,245,-120,9.0,471,3.3884892086330933,0,0,0,0,18,71,0
4156,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,464,464,0,-464,0.0,464,464.0,0,0,0,0,0,0,0
4158,1.0,1.0,20.0,-100.0,10.0,20.0,-100.0,239,249,20,-229,0.0,259,129.5,0,0,0,0,2,2,0
4159,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,206,206,0,-206,0.0,206,206.0,0,0,0,0,1,1,0
4161,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,443,443,0,-443,0.0,443,443.0,0,0,0,0,0,0,0
4162,2.0,1.3333333333333333,14.0,8.0,18.666666666666668,84.0,33.0,247,413,224,-190,-70.0,471,39.25,0,0,0,0,1,3,0
4163,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,442,442,0,-442,0.0,442,442.0,0,0,0,0,0,0,0
4164,1.6666666666666667,1.0,15.0,55.0,77.2,291.0,25.0,33,349,386,37,-276.0,419,83.8,0,1,1,1,1,3,1
4165,1.1428571428571428,1.0,45.0,17.0,55.0,139.0,39.0,10,333,440,106,-94.0,450,56.25,1,1,1,2,3,5,0
4166,2.5,1.6666666666666667,0.0,1.0,10.2,44.0,6.0,190,240,51,-189,-44.0,241,48.2,0,0,0,0,5,5,0
4168,1.5,1.1538461538461537,34.0,55.0,29.2,32.0,37.0,33,315,438,123,2.0,471,31.4,0,1,2,4,6,12,1
4169,1.0,1.0,96.0,33.0,86.4,239.0,64.0,40,343,432,89,-143.0,472,94.4,0,1,1,1,1,3,1
4170,1.0,1.0,159.0,74.0,86.0,165.0,32.0,37,234,430,196,-6.0,467,93.4,0,1,1,1,3,4,0
4171,3.1818181818181817,1.4583333333333333,0.0,1.0,12.428571428571429,21.0,16.0,30,351,435,84,-21.0,465,13.285714285714286,1,2,3,9,12,18,1
4172,1.0,1.0,28.0,34.0,20.666666666666668,34.0,28.0,185,219,62,-157,-6.0,247,82.33333333333333,0,0,0,0,3,3,0
4173,3.5,1.75,11.0,36.0,7.857142857142857,7.0,0.0,357,364,55,-309,4.0,412,58.857142857142854,0,0,0,0,0,5,0
4175,2.0,1.5,0.0,0.0,71.33333333333333,180.0,242.0,38,463,428,-35,-180.0,466,77.66666666666667,0,1,1,1,2,2,0
4176,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,85,85,0,-85,0.0,85,85.0,0,0,1,1,1,1,0
4177,2.0,2.0,1.0,-100.0,0.5,1.0,-100.0,44,44,1,-44,0.0,45,22.5,0,2,2,2,2,2,0
4178,1.0,1.0,15.0,57.0,41.75,95.0,57.0,294,417,167,-251,-80.0,461,115.25,0,0,0,0,0,1,0
4179,2.3333333333333335,1.1666666666666667,14.0,0.0,11.142857142857142,18.0,5.0,373,416,78,-338,-4.0,451,64.42857142857143,0,0,0,0,0,0,0
4180,2.0,1.3333333333333333,0.0,7.0,52.5,203.0,7.0,247,453,210,-244,-203.0,457,114.25,0,0,0,0,1,1,0
4181,1.0,1.0,254.0,-100.0,127.0,254.0,-100.0,196,323,254,-69,0.0,450,225.0,0,0,0,0,1,1,0
4183,1.4,1.0,9.0,196.0,54.714285714285715,37.0,38.0,35,129,383,254,-28.0,418,59.714285714285715,0,1,2,4,5,5,0
4184,3.0,1.5,3.0,4.0,2.3333333333333335,4.0,3.0,188,192,7,-185,-1.0,195,65.0,0,0,0,0,3,3,0
4185,1.5,1.0,4.0,137.0,47.0,137.0,4.0,267,404,141,-263,-133.0,408,136.0,0,0,0,0,1,1,0
4186,1.3333333333333333,1.0,4.0,42.0,79.0,270.0,42.0,100,391,316,-75,-266.0,416,104.0,0,0,0,1,1,1,0
4187,3.5,1.4,9.0,6.0,5.714285714285714,5.0,14.0,12,33,40,7,4.0,52,7.428571428571429,2,7,7,7,7,7,1
4188,1.0,1.0,32.0,65.0,32.333333333333336,65.0,32.0,364,429,97,-332,-33.0,461,153.66666666666666,0,0,0,0,0,1,0
4189,1.0,2.0,2.0,-100.0,1.0,2.0,-100.0,244,245,2,-243,0.0,246,123.0,0,0,0,0,2,2,0
4190,1.25,1.0,55.0,211.0,75.6,32.0,80.0,71,183,378,195,23.0,449,89.8,0,0,1,2,3,3,0
4191,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,315,315,0,-315,0.0,315,315.0,0,0,0,0,0,1,0
4192,6.333333333333333,2.235294117647059,0.0,1.0,5.697368421052632,4.0,13.0,12,233,433,200,-4.0,445,5.855263157894737,3,4,7,22,40,61,1
4193,3.0,1.6363636363636365,0.0,15.0,11.722222222222221,2.0,26.0,22,146,211,65,-2.0,233,12.944444444444445,2,3,3,10,18,18,1
4194,1.5,1.5,0.0,419.0,139.66666666666666,419.0,0.0,16,435,419,-16,-419.0,435,145.0,1,1,1,1,1,1,0
4196,1.0,1.0,106.0,-100.0,53.0,106.0,-100.0,365,418,106,-312,0.0,471,235.5,0,0,0,0,0,1,0
4198,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,408,422,28,-394,0.0,436,218.0,0,0,0,0,0,0,0
4200,1.5,1.5,5.0,42.0,15.666666666666666,42.0,5.0,37,79,47,-32,-37.0,84,28.0,0,1,3,3,3,3,0
4203,2.0,1.0,20.0,-100.0,10.0,20.0,-100.0,72,82,20,-62,0.0,92,46.0,0,0,1,2,2,2,1
4204,1.0,1.0,14.0,53.0,32.666666666666664,66.0,29.0,21,133,196,63,-52.0,217,36.166666666666664,1,1,2,4,6,6,1
4205,2.0,2.0,1.0,-100.0,0.5,1.0,-100.0,39,39,1,-39,0.0,40,20.0,0,2,2,2,2,2,1
4206,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,226,226,0,-226,0.0,226,226.0,0,0,0,0,1,1,0
4207,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,22,22,0,-22,0.0,22,22.0,1,1,1,1,1,1,1
4208,2.0,2.0,2.0,1.0,10.75,40.0,1.0,391,431,43,-389,-38.0,434,108.5,0,0,0,0,0,0,0
4209,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,134,134,0,-134,0.0,134,134.0,0,0,0,1,1,1,0
4210,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,438,438,0,-438,0.0,438,438.0,0,0,0,0,0,0,0
4213,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,114,114,0,-114,0.0,114,114.0,0,0,0,1,1,1,1
4214,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,5,5,0,-5,0.0,5,5.0,1,1,1,1,1,1,1
4215,1.5,1.2857142857142858,1.0,29.0,34.888888888888886,0.0,136.0,4,185,314,129,1.0,318,35.333333333333336,2,2,2,4,5,9,0
4216,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,308,308,0,-308,0.0,308,308.0,0,0,0,0,0,1,0
4217,1.6666666666666667,1.0,14.0,5.0,16.8,58.0,7.0,79,144,84,-60,-44.0,163,32.6,0,0,1,5,5,5,0
4218,1.25,1.25,94.0,28.0,25.6,21.0,26.0,23,123,256,132,73.0,279,27.9,1,2,4,8,9,10,1
4220,1.0,1.0,69.0,-100.0,34.5,69.0,-100.0,254,288,69,-220,0.0,323,161.5,0,0,0,0,1,2,0
4221,1.0,1.0,62.0,31.0,31.0,31.0,62.0,15,46,93,47,31.0,108,36.0,1,2,2,3,3,3,1
4222,1.7142857142857142,1.2,24.0,1.0,14.666666666666666,28.0,20.0,143,268,176,-93,-4.0,319,26.583333333333332,0,0,0,2,6,12,0
4223,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,91,91,0,-91,0.0,91,91.0,0,0,0,1,1,1,0
4224,3.0,1.5,5.0,5.0,3.3333333333333335,5.0,5.0,5,10,10,0,0.0,15,5.0,3,3,3,3,3,3,1
4229,1.0,2.0,4.0,-100.0,2.0,4.0,-100.0,213,215,4,-211,0.0,217,108.5,0,0,0,0,2,2,0
4231,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,290,290,0,-290,0.0,290,290.0,0,0,0,0,0,1,0
4233,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,332,332,0,-332,0.0,332,332.0,0,0,0,0,0,1,0
4236,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,74,74,0,-74,0.0,74,74.0,0,0,1,1,1,1,0
4237,1.0,1.0,74.0,-100.0,37.0,74.0,-100.0,5,42,74,32,0.0,79,39.5,1,1,2,2,2,2,0
4238,8.0,2.909090909090909,0.0,8.0,3.53125,38.0,7.0,127,207,113,-95,-38.0,240,7.5,0,0,0,7,32,32,0
4240,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,199,199,0,-199,0.0,199,199.0,0,0,0,0,1,1,0
4241,5.333333333333333,2.0,4.0,1.0,4.625,7.0,4.0,11,37,74,36,-3.0,85,5.3125,7,12,16,16,16,16,1
4242,1.0,1.0,35.0,-100.0,17.5,35.0,-100.0,155,172,35,-138,0.0,190,95.0,0,0,0,1,2,2,0
4243,1.1666666666666667,1.0,34.0,94.0,33.285714285714285,12.0,53.0,91,169,233,64,22.0,324,46.285714285714285,0,0,0,4,5,7,1
4244,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,188,188,0,-188,0.0,188,188.0,0,0,0,0,1,1,0
4245,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,184,184,0,-184,0.0,184,184.0,0,0,0,0,1,1,0
4254,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,4,4,0,-4,0.0,4,4.0,1,1,1,1,1,1,0
4255,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,188,188,0,-188,0.0,188,188.0,0,0,0,0,1,1,0
4256,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,325,325,0,-325,0.0,325,325.0,0,0,0,0,0,1,0
4257,1.6,1.1428571428571428,8.0,5.0,13.25,42.0,24.0,202,276,106,-171,-34.0,308,38.5,0,0,0,0,4,8,0
4258,1.0,1.0,139.0,-100.0,69.5,139.0,-100.0,67,136,139,2,0.0,206,103.0,0,0,1,1,2,2,0
4260,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,315,315,0,-315,0.0,315,315.0,0,0,0,0,0,1,0
4261,1.0,1.0,70.0,-100.0,35.0,70.0,-100.0,63,98,70,-28,0.0,133,66.5,0,0,1,2,2,2,1
4262,1.0,1.0,52.0,46.0,49.75,101.0,46.0,126,250,199,-51,-49.0,325,81.25,0,0,0,1,2,4,0
4263,1.0,1.0,42.0,35.0,25.75,26.0,35.0,19,62,103,40,16.0,122,30.5,1,2,3,4,4,4,1
4266,2.0,1.2,12.0,0.0,16.166666666666668,9.0,34.0,225,289,97,-192,3.0,322,53.666666666666664,0,0,0,0,3,6,0
4268,1.0,1.0,85.0,-100.0,42.5,85.0,-100.0,70,112,85,-28,0.0,155,77.5,0,0,1,2,2,2,0
4269,1.0,1.0,40.0,90.0,49.4,28.0,89.0,39,156,247,91,12.0,286,57.2,0,1,2,3,4,5,0
4270,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,19,19,0,-19,0.0,19,19.0,1,1,1,1,1,1,0
4272,7.363636363636363,2.892857142857143,14.0,18.0,3.691358024691358,0.0,0.0,16,189,299,110,14.0,315,3.888888888888889,6,14,17,40,72,81,1
4273,2.0,1.0,9.0,-100.0,4.5,9.0,-100.0,10,14,9,-6,0.0,19,9.5,2,2,2,2,2,2,1
4275,3.2,1.4545454545454546,0.0,2.0,6.5625,4.0,1.0,19,68,105,36,-4.0,124,7.75,3,7,10,16,16,16,0
4276,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,315,315,0,-315,0.0,315,315.0,0,0,0,0,0,1,0
4278,2.4,1.5,15.0,7.0,16.0,108.0,24.0,124,283,192,-92,-93.0,316,26.333333333333332,0,0,0,1,4,12,0
4279,1.4,1.0,33.0,1.0,32.42857142857143,91.0,27.0,39,177,227,50,-58.0,266,38.0,0,1,1,4,7,7,1
4282,15.555555555555555,3.888888888888889,3.0,1.0,2.35,0.0,0.0,4,84,329,244,3.0,333,2.3785714285714286,22,46,72,108,122,140,1
4283,1.0,1.0,97.0,-100.0,48.5,97.0,-100.0,150,198,97,-102,0.0,247,123.5,0,0,0,1,2,2,1
4285,1.4545454545454546,1.0,9.0,14.0,25.3125,116.0,15.0,5,253,405,151,-107.0,410,25.625,1,1,1,4,9,13,1
4286,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,408,408,0,-408,0.0,408,408.0,0,0,0,0,0,0,0
4289,4.7,1.88,5.0,15.0,8.72340425531915,0.0,14.0,5,133,410,277,5.0,415,8.829787234042554,5,9,13,35,40,42,1
4290,1.0,1.0,58.0,21.0,42.75,92.0,21.0,238,340,171,-170,-34.0,409,102.25,0,0,0,0,1,3,0
4291,1.75,1.1666666666666667,13.0,6.0,12.428571428571429,17.0,30.0,117,165,87,-78,-4.0,204,29.142857142857142,0,0,0,4,7,7,0
4292,1.0,1.0,77.0,-100.0,38.5,77.0,-100.0,338,376,77,-300,0.0,415,207.5,0,0,0,0,0,1,0
4293,1.3333333333333333,1.1428571428571428,1.0,30.0,29.125,17.0,109.0,77,262,233,-29,-16.0,310,38.75,0,0,1,2,4,8,0
4294,1.0,1.0,33.0,-100.0,16.5,33.0,-100.0,39,55,33,-23,0.0,72,36.0,0,1,2,2,2,2,0
4295,1.8,1.2857142857142858,149.0,80.0,38.333333333333336,74.0,13.0,63,155,345,190,75.0,408,45.333333333333336,0,0,1,7,8,8,0
4296,1.0,1.0,27.0,-100.0,13.5,27.0,-100.0,39,52,27,-26,0.0,66,33.0,0,1,2,2,2,2,1
4297,3.0,1.2,8.0,0.0,7.666666666666667,10.0,20.0,343,377,46,-331,-2.0,389,64.83333333333333,0,0,0,0,0,2,0
4298,1.3333333333333333,1.0,3.0,45.0,17.75,23.0,45.0,330,375,71,-305,-20.0,401,100.25,0,0,0,0,0,2,0
4299,1.6666666666666667,1.25,42.0,20.0,37.5,0.0,193.0,37,272,375,102,42.0,412,41.2,0,2,2,2,5,8,1
4300,3.75,2.142857142857143,0.0,1.0,18.066666666666666,206.0,2.0,109,326,271,-55,-206.0,380,25.333333333333332,0,0,0,1,1,9,0
4303,5.0,1.3636363636363635,3.0,5.0,4.866666666666666,2.0,5.0,133,180,73,-107,1.0,206,13.733333333333333,0,0,0,8,15,15,0
4304,1.0,1.0,28.0,30.0,45.2,126.0,42.0,176,344,226,-118,-98.0,402,80.4,0,0,0,1,1,3,0
4306,9.5,3.0,0.0,0.0,3.736842105263158,1.0,2.0,188,342,213,-129,-1.0,401,7.035087719298246,0,0,0,0,3,40,0
4307,1.2,1.2,33.0,42.0,35.5,2.0,114.0,177,304,213,-91,31.0,390,65.0,0,0,0,2,2,5,0
4308,1.3333333333333333,1.0,66.0,157.0,46.875,31.0,3.0,12,123,375,252,35.0,387,48.375,1,3,3,6,6,7,1
4309,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,64,64,0,-64,0.0,64,64.0,0,0,1,1,1,1,0
4310,1.6666666666666667,1.0,1.0,8.0,11.8,39.0,11.0,230,280,59,-221,-38.0,289,57.8,0,0,0,0,2,5,0
4311,1.0,1.0,11.0,-100.0,5.5,11.0,-100.0,270,275,11,-265,0.0,281,140.5,0,0,0,0,1,2,1
4312,1.125,1.0,43.0,8.0,31.88888888888889,85.0,9.0,121,289,287,-2,-42.0,408,45.333333333333336,0,0,0,1,4,8,0
4313,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,92,92,0,-92,0.0,92,92.0,0,0,0,1,1,1,0
4314,4.333333333333333,1.625,7.0,0.0,5.769230769230769,12.0,10.0,10,43,75,32,-5.0,85,6.538461538461538,2,9,13,13,13,13,1
4315,1.0,1.0,34.0,263.0,79.5,21.0,263.0,81,233,318,84,13.0,399,99.75,0,0,1,2,2,3,0
4318,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,343,343,0,-343,0.0,343,343.0,0,0,0,0,0,1,0
4319,1.1428571428571428,1.0,64.0,26.0,27.875,37.0,31.0,26,121,223,101,27.0,249,31.125,1,1,2,6,8,8,1
4320,1.5,1.2857142857142858,16.0,14.0,20.444444444444443,29.0,0.0,78,169,184,15,-13.0,262,29.11111111111111,0,0,1,5,9,9,0
4321,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,401,401,0,-401,0.0,401,401.0,0,0,0,0,0,0,0
4322,1.0,1.0,28.0,-100.0,14.0,28.0,-100.0,370,384,28,-356,0.0,398,199.0,0,0,0,0,0,0,0
4323,1.3333333333333333,1.0,129.0,7.0,77.75,175.0,7.0,79,257,311,53,-46.0,390,97.5,0,0,1,1,3,3,0
4325,1.0,1.0,34.0,27.0,37.22222222222222,60.0,86.0,38,246,335,89,-26.0,373,41.44444444444444,0,1,1,2,5,8,0
4326,14.0,5.6,0.0,5.0,2.4285714285714284,0.0,5.0,276,283,68,-215,0.0,344,12.285714285714286,0,0,0,0,0,28,0
4327,3.5,1.75,20.0,33.0,8.857142857142858,2.0,4.0,356,365,62,-303,18.0,418,59.714285714285715,0,0,0,0,0,5,0
4328,1.0,1.0,36.0,-100.0,18.0,36.0,-100.0,352,370,36,-334,0.0,388,194.0,0,0,0,0,0,1,0
4329,1.0,1.0,7.0,27.0,25.0,66.0,27.0,270,349,100,-250,-59.0,370,92.5,0,0,0,0,1,3,0
4330,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,19,19,0,-19,0.0,19,19.0,1,1,1,1,1,1,1
4331,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,402,402,0,-402,0.0,402,402.0,0,0,0,0,0,0,0
4332,1.0,1.0,43.0,-100.0,21.5,43.0,-100.0,315,336,43,-294,0.0,358,179.0,0,0,0,0,0,2,0
4333,1.0,1.0,45.0,-100.0,22.5,45.0,-100.0,357,379,45,-335,0.0,402,201.0,0,0,0,0,0,1,0
4335,2.5,1.6666666666666667,81.0,13.0,12.2,3.0,9.0,144,170,122,-48,78.0,266,26.6,0,0,0,8,10,10,0
4336,1.875,1.1538461538461537,2.0,13.0,19.933333333333334,30.0,55.0,40,209,299,90,-28.0,339,22.6,0,1,2,5,10,15,1
4337,4.666666666666667,2.0,6.0,1.0,3.2142857142857144,11.0,8.0,325,358,45,-313,-5.0,370,26.428571428571427,0,0,0,0,0,13,0
4338,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,269,269,0,-269,0.0,269,269.0,0,0,0,0,1,1,0
4339,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,390,390,0,-390,0.0,390,390.0,0,0,0,0,0,0,0
4342,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,387,387,0,-387,0.0,387,387.0,0,0,0,0,0,0,0
4343,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,261,261,0,-261,0.0,261,261.0,0,0,0,0,1,1,0
4346,1.3333333333333333,1.0,8.0,40.0,13.5,6.0,40.0,344,370,54,-316,2.0,398,99.5,0,0,0,0,0,2,0
4347,1.2857142857142858,1.2857142857142858,47.0,8.0,32.22222222222222,69.0,34.0,33,231,290,59,-22.0,323,35.888888888888886,0,1,1,3,7,9,0
4348,1.6666666666666667,1.0,5.0,77.0,62.8,7.0,225.0,80,312,314,2,-2.0,394,78.8,0,0,2,2,2,3,0
4349,1.3333333333333333,1.3333333333333333,58.0,92.0,37.75,1.0,92.0,172,219,151,-68,57.0,323,80.75,0,0,0,2,3,4,0
4350,1.25,1.25,0.0,24.0,15.0,36.0,15.0,295,346,75,-271,-36.0,370,74.0,0,0,0,0,0,3,0
4353,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,63,63,0,-63,0.0,63,63.0,0,0,1,1,1,1,0
4354,1.0,1.0,39.0,-100.0,19.5,39.0,-100.0,248,267,39,-229,0.0,287,143.5,0,0,0,0,1,2,1
4355,5.0,1.8181818181818181,4.0,9.0,3.95,11.0,4.0,140,174,79,-96,-7.0,219,10.95,0,0,0,12,20,20,0
4357,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,150,150,0,-150,0.0,150,150.0,0,0,0,1,1,1,0
4358,2.4444444444444446,1.375,35.0,10.0,17.40909090909091,15.0,4.0,4,106,383,277,20.0,387,17.59090909090909,4,10,10,16,18,21,1
4359,1.6363636363636365,1.125,28.0,25.0,19.38888888888889,8.0,12.0,16,201,349,147,20.0,365,20.27777777777778,2,3,4,8,15,18,1
4361,1.4166666666666667,1.0625,14.0,10.0,18.764705882352942,33.0,24.0,51,234,319,85,-19.0,370,21.764705882352942,0,1,2,6,10,16,1
4362,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,31,31,0,-31,0.0,31,31.0,0,1,1,1,1,1,1
4363,4.0,1.3333333333333333,6.0,1.0,3.75,8.0,1.0,337,345,15,-331,-2.0,352,88.0,0,0,0,0,0,4,0
4365,1.5714285714285714,1.375,51.0,1.0,23.09090909090909,8.0,57.0,91,276,254,-22,43.0,345,31.363636363636363,0,0,0,3,5,11,1
4366,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,339,339,0,-339,0.0,339,339.0,0,0,0,0,0,1,0
4367,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,165,165,0,-165,0.0,165,165.0,0,0,0,1,1,1,0
4368,1.0,1.0,41.0,40.0,33.5,12.0,26.0,25,144,268,124,29.0,293,36.625,1,2,3,5,7,8,1
4369,1.0,1.0,-100.0,-100.0,-100.0,-100.0,-100.0,226,226,0,-226,0.0,226,226.0,0,0,0,0,1,1,0
