clientbankpartner_pin,client_pin,partner_src_type_ccode,client_start_date,partnerrolestart_date
263334,18151,4,2020-08-21,2020-03-01
233640,18153,4,2020-08-28,2020-01-01
234131,18157,4,2020-08-20,2020-03-01
21423,18158,4,2020-08-20,2020-08-01
21423,18159,4,2020-08-20,2020-08-01
233640,18161,4,2020-08-28,2020-01-01
263334,18163,4,2020-08-21,2020-03-01
130756,18164,1,2020-08-17,2019-03-01
263334,18165,4,2020-08-21,2020-03-01
123986,18166,4,2020-08-16,2019-10-01
322881,18167,4,2020-08-21,2020-07-01
181261,18168,4,2020-09-15,2019-08-01
244701,18170,4,2020-08-22,2020-05-01
125315,18171,1,2020-09-06,2019-02-01
1771,18177,5,2020-08-27,2020-08-01
269120,18178,4,2020-08-28,2020-03-01
4748,18180,5,2020-08-17,2020-06-01
118790,18181,4,2020-08-17,2020-04-01
4435,18185,5,2020-08-16,2020-07-01
207183,18186,4,2020-08-28,2020-04-01
300810,18188,4,2020-08-20,2020-05-01
191591,18190,1,2020-08-22,2019-10-01
258542,18191,4,2020-08-20,2020-04-01
218115,18192,4,2020-08-21,2019-12-01
218115,18193,4,2020-08-22,2019-12-01
121854,18196,1,2020-08-22,2019-01-01
4487,18197,5,2020-08-20,2019-11-01
120376,18198,4,2020-08-27,2018-12-01
797,18203,5,2020-08-20,2020-02-01
234131,18205,4,2020-09-03,2020-03-01
3025,18207,5,2020-08-17,2020-01-01
218115,18214,4,2020-08-22,2019-12-01
240341,18215,4,2020-09-09,2020-02-01
175677,18216,4,2020-08-17,2019-09-01
3898,18217,5,2020-08-17,2019-01-01
270277,18220,4,2020-09-16,2020-04-01
195708,18221,4,2020-09-03,2019-10-01
121258,18222,4,2020-11-10,2018-12-01
306039,18223,4,2020-08-20,2020-07-01
3550,18225,5,2020-08-17,2019-07-01
175677,18228,4,2020-08-17,2019-09-01
3025,18231,5,2020-08-17,2020-01-01
175677,18233,4,2020-08-20,2019-09-01
270277,18234,4,2020-09-09,2020-04-01
1815,18235,5,2020-08-16,2019-09-01
21724,18238,4,2020-08-27,2020-08-01
8858,18240,4,2020-08-17,2019-11-01
321043,18241,4,2020-08-22,2020-08-01
3638,18244,5,2020-08-22,2020-07-01
212394,18245,4,2020-08-17,2020-04-01
130756,18246,1,2020-08-22,2019-03-01
24279,18251,4,2020-08-28,2020-08-01
323931,18252,4,2020-09-09,2020-07-01
320319,18254,4,2020-08-27,2020-08-01
3674,18257,5,2020-09-23,2020-08-01
22,18258,5,2020-09-30,2020-07-01
3980,18260,5,2020-08-17,2019-06-01
167939,18265,4,2020-08-17,2019-11-01
121579,18266,4,2020-08-21,2018-12-01
324664,18271,4,2020-08-21,2020-07-01
24279,18272,4,2020-08-28,2020-08-01
167939,18273,4,2020-08-17,2019-11-01
248647,18277,1,2020-08-20,2020-02-01
23008,18278,4,2020-08-17,2020-08-01
14193,18282,1,2020-10-05,2020-05-01
22678,18283,4,2020-08-27,2020-08-01
122532,18284,1,2020-08-27,2019-04-01
4973,18286,5,2020-08-17,2020-04-01
191765,18287,1,2020-09-13,2019-09-01
126843,18289,1,2020-08-17,2019-05-01
188910,18290,4,2020-08-17,2019-10-01
429,18291,5,2020-08-25,2019-12-01
3727,18293,5,2020-09-01,2020-01-01
4282,18294,5,2020-08-17,2019-09-01
133772,18295,4,2020-08-27,2019-12-01
264590,18296,4,2020-08-17,2020-03-01
118923,18297,4,2020-08-17,2020-06-01
123986,18299,4,2020-08-17,2019-10-01
130756,18301,1,2020-09-07,2019-03-01
996,18302,5,2020-08-17,2020-04-01
169627,18303,4,2020-08-17,2019-08-01
218269,18305,4,2020-08-22,2019-12-01
240822,18306,4,2020-08-17,2020-03-01
123986,18307,4,2020-08-20,2019-10-01
244207,18308,4,2020-08-20,2020-02-01
3309,18309,5,2020-08-17,2020-08-01
126843,18312,1,2020-08-20,2019-05-01
211225,18313,4,2020-08-22,2019-11-01
128055,18314,4,2020-08-25,2019-05-01
295057,18315,4,2020-09-01,2020-05-01
123986,18318,4,2020-08-27,2019-10-01
168696,18320,4,2020-08-27,2020-04-01
308077,18323,4,2020-08-20,2020-06-01
33,18325,5,2020-08-17,2020-05-01
4282,18326,5,2020-08-18,2019-09-01
121916,18332,4,2020-08-21,2020-05-01
136412,18335,1,2020-08-27,2019-04-01
183362,18336,1,2020-10-24,2019-09-01
2619,18338,5,2020-08-21,2020-02-01
123986,18340,4,2020-08-17,2019-10-01
136412,18341,1,2020-08-27,2019-04-01
322881,18344,4,2020-08-20,2020-07-01
288029,18345,4,2020-08-20,2020-05-01
226418,18346,4,2020-09-01,2020-03-01
4972,18347,5,2020-08-27,2020-04-01
264590,18349,4,2020-08-17,2020-03-01
264590,18354,4,2020-08-20,2020-03-01
117608,18363,4,2020-08-17,2019-11-01
145432,18364,4,2020-08-17,2020-02-01
4661,18365,5,2020-08-17,2019-11-01
184164,18366,4,2020-08-27,2020-01-01
293590,18367,1,2020-08-27,2020-05-01
138675,18368,1,2020-08-17,2019-05-01
264590,18369,4,2020-08-20,2020-03-01
135070,18371,4,2020-08-17,2019-08-01
252921,18375,4,2020-08-19,2020-03-01
146355,18377,4,2020-08-17,2020-04-01
264590,18380,4,2020-08-21,2020-03-01
23008,18382,4,2020-08-27,2020-08-01
264590,18383,4,2020-08-17,2020-03-01
293590,18384,1,2020-08-27,2020-05-01
1240,18385,5,2020-08-20,2020-08-01
119355,18387,4,2020-08-27,2020-01-01
145720,18390,1,2020-08-27,2019-05-01
16781,18391,4,2020-08-27,2020-08-01
14458,18393,4,2020-08-17,2020-08-01
300737,18394,4,2020-08-22,2020-05-01
4699,18396,5,2020-08-17,2019-12-01
166169,18397,4,2020-08-25,2020-08-01
4435,18398,5,2020-08-17,2020-07-01
13706,18400,4,2020-08-20,2019-09-01
235287,18401,4,2020-08-22,2020-01-01
3754,18403,5,2020-08-17,2020-07-01
295057,18404,4,2020-09-02,2020-05-01
2410,18405,5,2020-08-20,2020-04-01
264590,18409,4,2020-08-17,2020-03-01
304323,18411,4,2020-08-20,2020-06-01
940,18412,5,2020-08-21,2019-12-01
327059,18415,4,2020-08-17,2020-07-01
118866,18416,1,2020-08-20,2019-02-01
312670,18420,1,2020-08-20,2020-06-01
126843,18422,1,2020-08-17,2019-05-01
118866,18424,1,2020-08-20,2019-02-01
121438,18426,4,2020-08-17,2020-06-01
3348,18429,5,2020-08-18,2019-10-01
264590,18434,4,2020-08-17,2020-03-01
282414,18437,4,2020-08-20,2020-07-01
120841,18440,4,2020-08-28,2019-01-01
306039,18441,4,2020-08-17,2020-07-01
300737,18442,4,2020-08-17,2020-05-01
227419,18443,4,2020-09-07,2020-01-01
11294,18445,1,2020-08-17,2019-06-01
145720,18448,1,2020-08-28,2019-05-01
282414,18449,4,2020-08-20,2020-07-01
11294,18450,1,2020-08-17,2019-06-01
5896,18452,1,2020-08-17,2020-03-01
216653,18453,4,2020-08-27,2019-12-01
4436,18455,5,2020-08-28,2020-06-01
173951,18458,1,2020-08-22,2019-10-01
2744,18460,5,2020-09-10,2020-04-01
155163,18461,4,2020-08-28,2019-06-01
281461,18466,4,2020-09-02,2020-04-01
295057,18467,4,2020-09-02,2020-05-01
2288,18468,5,2020-08-25,2020-01-01
236304,18469,4,2020-09-10,2020-02-01
121810,18472,1,2020-08-28,2019-01-01
122768,18479,4,2020-08-25,2019-12-01
260082,18481,4,2020-08-28,2020-03-01
3913,18483,5,2020-08-17,2020-06-01
123145,18484,4,2020-08-28,2019-03-01
4990,18487,5,2020-08-22,2020-05-01
137145,18488,4,2020-08-28,2019-04-01
177859,18489,4,2020-08-18,2019-11-01
137145,18492,4,2020-08-27,2019-04-01
120402,18497,4,2020-08-20,2019-05-01
135174,18499,4,2020-08-28,2019-04-01
168994,18508,4,2020-08-20,2019-12-01
164054,18510,4,2020-09-23,2020-01-01
155163,18511,4,2020-08-28,2019-06-01
13118,18513,1,2020-09-03,2019-01-01
120953,18517,4,2020-08-28,2018-12-01
6384,18519,1,2020-08-22,2019-05-01
188910,18520,4,2020-09-01,2019-10-01
295057,18524,4,2020-09-01,2020-05-01
122532,18528,1,2020-08-20,2019-04-01
23008,18529,4,2020-08-28,2020-08-01
239604,18531,4,2020-08-20,2020-07-01
282982,18537,1,2020-08-27,2020-05-01
5001,18541,5,2020-09-02,2020-08-01
264590,18544,4,2020-08-17,2020-03-01
128055,18545,4,2020-08-22,2019-05-01
276196,18546,1,2020-08-22,2020-04-01
4282,18547,5,2020-08-20,2019-09-01
273994,18548,4,2020-09-06,2020-04-01
293590,18552,1,2020-09-02,2020-05-01
164671,18555,4,2020-08-20,2019-08-01
295057,18557,4,2020-09-07,2020-05-01
4972,18559,5,2020-08-17,2020-04-01
3797,18560,5,2020-08-17,2020-06-01
137145,18561,4,2020-09-01,2019-04-01
322881,18562,4,2020-08-27,2020-07-01
221194,18564,4,2020-08-28,2019-12-01
182339,18569,4,2020-09-01,2019-09-01
180091,18571,4,2020-08-27,2019-08-01
3199,18572,5,2020-08-17,2019-06-01
304323,18573,4,2020-08-17,2020-06-01
160445,18574,4,2020-09-10,2019-10-01
269919,18576,4,2020-08-22,2020-03-01
137145,18578,4,2020-08-22,2019-04-01
300737,18579,4,2020-08-17,2020-05-01
155334,18581,4,2020-08-17,2020-07-01
146234,18583,1,2020-09-22,2019-08-01
139969,18588,4,2020-08-17,2019-06-01
151090,18589,4,2020-08-27,2019-07-01
4308,18592,5,2020-08-20,2019-07-01
13170,18595,4,2020-08-17,2020-02-01
164054,18597,4,2020-08-17,2020-01-01
4124,18598,5,2020-08-17,2019-05-01
327059,18600,4,2020-08-20,2020-07-01
281461,18601,4,2020-08-21,2020-04-01
24279,18602,4,2020-09-30,2020-08-01
188910,18605,4,2020-09-03,2019-10-01
193082,18606,4,2020-09-23,2020-06-01
295057,18608,4,2020-09-01,2020-05-01
121457,18611,1,2020-09-02,2019-03-01
126843,18613,1,2020-08-17,2019-05-01
4878,18614,5,2020-08-21,2020-08-01
269919,18615,4,2020-08-27,2020-03-01
3199,18616,5,2020-08-22,2019-06-01
141828,18622,4,2020-08-27,2019-06-01
121576,18626,4,2020-09-09,2019-09-01
177859,18628,4,2020-08-17,2019-11-01
4124,18634,5,2020-08-17,2019-05-01
281904,18635,1,2020-08-17,2020-05-01
247084,18639,4,2020-08-22,2020-03-01
287116,18640,4,2020-08-17,2020-06-01
228136,18641,4,2020-08-28,2020-02-01
4811,18642,5,2020-08-17,2020-07-01
306039,18643,4,2020-08-17,2020-07-01
219,18645,5,2020-08-27,2020-08-01
160445,18646,4,2020-09-13,2019-10-01
168325,18648,4,2020-09-09,2019-09-01
4054,18650,5,2020-08-18,2019-06-01
4591,18654,5,2020-09-30,2020-03-01
3029,18657,5,2020-08-27,2019-11-01
294755,18659,4,2020-09-02,2020-05-01
270891,18660,4,2020-08-28,2020-03-01
125282,18661,1,2020-08-21,2019-05-01
218115,18664,4,2020-09-02,2019-12-01
192525,18667,4,2020-08-21,2019-10-01
141828,18668,4,2020-08-27,2019-06-01
122002,18669,4,2020-08-21,2019-02-01
121518,18670,1,2020-08-22,2019-02-01
121518,18671,1,2020-08-22,2019-02-01
318875,18672,4,2020-08-20,2020-06-01
2619,18673,5,2020-11-15,2020-02-01
4878,18674,5,2020-08-20,2020-08-01
237050,18675,4,2020-09-02,2020-01-01
247277,18677,4,2020-10-12,2020-02-01
247277,18677,4,2020-08-20,2020-02-01
144516,18678,1,2020-10-03,2019-05-01
265754,18681,4,2020-08-28,2020-04-01
169428,18682,4,2020-09-03,2019-09-01
280151,18683,4,2020-08-21,2020-07-01
169428,18684,4,2020-09-17,2019-09-01
169428,18685,4,2020-08-28,2019-09-01
121518,18687,1,2020-08-22,2019-02-01
120071,18695,4,2020-09-02,2019-01-01
139026,18696,1,2020-08-20,2019-12-01
4187,18697,5,2020-08-20,2020-07-01
525,18700,5,2020-08-21,2019-05-01
9379,18701,4,2020-08-21,2019-03-01
285056,18703,4,2020-08-20,2020-04-01
8613,18704,1,2020-08-20,2019-03-01
121518,18705,1,2020-08-22,2019-02-01
123986,18706,4,2020-10-27,2019-10-01
216032,18708,4,2020-08-20,2020-03-01
223317,18709,4,2020-08-28,2019-12-01
223317,18710,4,2020-08-28,2019-12-01
273882,18711,1,2020-09-02,2020-04-01
203965,18717,4,2020-09-09,2019-11-01
119908,18718,4,2020-08-19,2019-06-01
241433,18720,4,2020-09-01,2020-02-01
6930,18722,4,2020-08-28,2019-12-01
60,18723,5,2020-08-19,2020-03-01
329078,18724,1,2020-08-18,2020-07-01
241433,18725,4,2020-09-03,2020-02-01
125142,18728,4,2020-08-20,2019-02-01
120216,18729,4,2020-09-02,2020-03-01
235231,18732,4,2020-09-07,2020-01-01
3989,18734,5,2020-08-20,2020-02-01
134986,18737,4,2020-09-11,2019-04-01
12693,18738,3,2020-08-27,2019-11-01
169428,18740,4,2020-08-21,2019-09-01
260561,18744,4,2020-09-15,2020-03-01
213275,18746,4,2020-09-21,2020-01-01
234131,18749,4,2020-09-09,2020-03-01
214793,18754,4,2020-09-30,2020-01-01
3545,18761,5,2020-08-28,2019-11-01
137145,18762,4,2020-08-28,2019-04-01
230196,18765,4,2020-08-20,2020-01-01
133772,18769,4,2020-08-27,2019-12-01
126542,18770,4,2020-08-17,2019-06-01
322881,18772,4,2020-08-22,2020-07-01
123986,18774,4,2020-08-17,2019-10-01
133772,18775,4,2020-08-27,2019-12-01
270227,18777,4,2020-08-25,2020-03-01
144516,18781,1,2020-09-02,2019-05-01
230196,18782,4,2020-08-20,2020-01-01
7082,18786,4,2020-09-01,2019-12-01
16638,18788,4,2020-08-17,2020-08-01
322881,18792,4,2020-08-27,2020-07-01
195708,18793,4,2020-09-02,2019-10-01
4629,18795,5,2020-08-28,2020-08-01
264590,18801,4,2020-08-17,2020-03-01
260561,18802,4,2020-09-15,2020-03-01
123986,18804,4,2020-08-17,2019-10-01
1637,18805,5,2020-08-17,2019-02-01
293590,18806,1,2020-08-20,2020-05-01
293590,18807,1,2020-08-21,2020-05-01
210881,18808,4,2020-09-30,2019-11-01
270277,18812,4,2020-09-16,2020-04-01
164054,18815,4,2020-09-20,2020-01-01
21500,18817,4,2020-09-07,2020-07-01
3966,18818,5,2020-09-03,2020-05-01
164054,18819,4,2020-09-16,2020-01-01
134717,18820,4,2020-08-20,2020-01-01
4436,18821,5,2020-08-22,2020-06-01
137145,18825,4,2020-08-28,2019-04-01
216653,18828,4,2020-08-27,2019-12-01
238073,18829,1,2020-08-17,2020-01-01
322881,18830,4,2020-08-20,2020-07-01
269571,18832,1,2020-08-20,2020-03-01
188429,18833,4,2020-08-27,2019-12-01
4054,18836,5,2020-08-17,2019-06-01
270277,18838,4,2020-11-16,2020-04-01
269120,18839,4,2020-11-30,2020-03-01
233003,18840,4,2020-09-10,2020-04-01
121029,18841,4,2020-08-22,2019-12-01
215908,18842,1,2020-08-18,2019-12-01
210881,18846,4,2020-09-02,2019-11-01
23008,18848,4,2020-08-28,2020-08-01
163573,18849,4,2020-08-28,2019-08-01
210881,18850,4,2020-09-02,2019-11-01
949,18852,5,2020-08-20,2019-10-01
210881,18853,4,2020-09-02,2019-11-01
164054,18854,4,2020-09-24,2020-01-01
293736,18855,4,2020-08-28,2020-05-01
949,18856,5,2020-08-20,2019-10-01
210881,18857,4,2020-09-09,2019-11-01
11294,18862,1,2020-08-17,2019-06-01
11294,18865,1,2020-08-17,2019-06-01
247084,18867,4,2020-09-06,2020-03-01
215908,18870,1,2020-08-18,2019-12-01
293575,18873,4,2020-09-21,2020-05-01
119355,18874,4,2020-08-20,2020-01-01
134717,18875,4,2020-08-17,2020-01-01
233640,18876,4,2020-08-28,2020-01-01
4748,18878,5,2020-08-22,2020-06-01
11294,18879,1,2020-08-17,2019-06-01
308781,18880,4,2020-09-23,2020-06-01
237050,18882,4,2020-08-20,2020-01-01
315249,18887,4,2020-08-17,2020-06-01
182339,18888,4,2020-08-20,2019-09-01
8698,18889,1,2020-08-28,2019-09-01
121245,18891,1,2020-08-21,2018-12-01
177859,18892,4,2020-09-21,2019-11-01
322881,18894,4,2020-09-02,2020-07-01
3820,18898,5,2020-08-18,2018-12-01
117929,18899,4,2020-09-13,2020-02-01
28114,18901,4,2020-08-28,2020-08-01
5106,18904,5,2020-08-21,2020-06-01
210881,18906,4,2020-09-03,2019-11-01
4436,18907,5,2020-08-20,2020-06-01
210881,18908,4,2020-09-09,2019-11-01
119362,18909,4,2020-08-20,2019-11-01
218269,18910,4,2020-08-18,2019-12-01
210881,18911,4,2020-10-10,2019-11-01
122016,18912,1,2020-08-27,2019-01-01
230196,18913,4,2020-09-01,2020-01-01
173551,18915,4,2020-09-29,2019-09-01
126843,18916,1,2020-08-17,2019-05-01
270891,18917,4,2020-08-20,2020-03-01
181261,18933,4,2020-08-22,2019-08-01
118089,18938,4,2020-08-18,2019-01-01
218115,18939,4,2020-09-02,2019-12-01
1013,18943,5,2020-08-20,2020-08-01
121518,18944,1,2020-08-22,2019-02-01
182409,18945,4,2020-08-20,2020-02-01
183362,18946,1,2020-08-22,2019-09-01
120545,18949,1,2020-08-20,2019-05-01
269120,18952,4,2020-08-28,2020-03-01
151681,18954,4,2020-09-11,2019-07-01
269120,18955,4,2020-08-28,2020-03-01
3515,18957,5,2020-08-17,2020-06-01
318875,18958,4,2020-08-28,2020-06-01
211826,18959,4,2020-09-06,2019-12-01
123986,18960,4,2020-08-20,2019-10-01
304323,18961,4,2020-08-17,2020-06-01
263334,18965,4,2020-08-21,2020-03-01
277514,18966,4,2020-08-20,2020-04-01
264590,18967,4,2020-08-18,2020-03-01
277514,18968,4,2020-08-27,2020-04-01
2450,18969,5,2020-08-18,2020-05-01
175333,18970,4,2020-09-01,2019-09-01
247277,18974,4,2020-10-12,2020-02-01
247277,18974,4,2020-08-20,2020-02-01
288029,18976,4,2020-08-20,2020-05-01
956,18978,5,2020-08-20,2019-08-01
1494,18979,5,2020-08-20,2019-04-01
160445,18980,4,2020-08-28,2019-10-01
126256,18984,4,2020-09-02,2019-03-01
256943,18985,4,2020-08-27,2020-02-01
293590,18986,1,2020-08-28,2020-05-01
141828,18989,4,2020-08-27,2019-06-01
145720,18991,1,2020-09-03,2019-05-01
329078,18993,1,2020-08-22,2020-07-01
10881,18994,4,2020-08-28,2019-08-01
119362,18998,4,2020-09-02,2019-11-01
149831,18999,4,2020-08-28,2019-12-01
3727,19000,5,2020-09-01,2020-01-01
234131,19001,4,2020-08-21,2020-03-01
254028,19003,4,2020-09-16,2020-03-01
121691,19005,4,2020-09-01,2019-01-01
2619,19007,5,2020-08-28,2020-02-01
599,19008,5,2020-08-20,2020-02-01
247084,19009,4,2020-08-20,2020-03-01
127343,19011,4,2020-08-20,2019-12-01
162927,19013,4,2020-09-17,2019-08-01
126843,19017,1,2020-08-21,2019-05-01
123986,19022,4,2020-08-27,2019-10-01
264590,19023,4,2020-08-22,2020-03-01
326581,19024,4,2020-09-01,2020-06-01
155334,19027,4,2020-08-20,2020-07-01
233003,19030,4,2020-09-02,2020-04-01
4831,19036,5,2020-08-28,2020-08-01
121810,19039,1,2020-09-02,2019-01-01
254854,19041,4,2020-08-21,2020-03-01
172590,19042,4,2020-09-21,2019-10-01
233003,19045,4,2020-09-14,2020-04-01
5157,19047,5,2020-09-01,2020-08-01
247084,19048,4,2020-09-01,2020-03-01
236722,19050,4,2020-09-13,2020-01-01
236304,19052,4,2020-09-06,2020-02-01
172590,19054,4,2020-08-21,2019-10-01
281904,19055,1,2020-09-13,2020-05-01
196851,19058,4,2020-08-20,2020-06-01
183411,19061,4,2020-08-20,2019-09-01
281461,19062,4,2020-09-01,2020-04-01
126843,19063,1,2020-08-20,2019-05-01
11294,19064,1,2020-09-07,2019-06-01
273882,19067,1,2020-09-02,2020-04-01
125104,19068,4,2020-08-27,2020-06-01
233003,19069,4,2020-09-07,2020-04-01
169627,19070,4,2020-08-22,2019-08-01
1538,19071,5,2020-08-20,2019-11-01
216032,19072,4,2020-08-21,2020-03-01
274122,19074,4,2020-08-28,2020-07-01
1510,19075,5,2020-08-20,2020-08-01
300737,19077,4,2020-08-20,2020-05-01
4656,19078,5,2020-08-20,2020-07-01
134717,19081,4,2020-09-03,2020-01-01
188910,19088,4,2020-08-20,2019-10-01
195708,19089,4,2020-08-21,2019-10-01
492,19090,5,2020-11-03,2020-11-01
8613,19092,1,2020-08-28,2019-03-01
270891,19093,4,2020-09-02,2020-03-01
195708,19096,4,2020-08-22,2019-10-01
195708,19097,4,2020-08-27,2019-10-01
191913,19099,1,2020-08-21,2019-10-01
195708,19101,4,2020-08-21,2019-10-01
280332,19102,4,2020-08-22,2020-04-01
195708,19103,4,2020-08-21,2019-10-01
270764,19105,4,2020-09-07,2020-04-01
270764,19106,4,2020-08-28,2020-04-01
949,19108,5,2020-09-07,2019-10-01
949,19109,5,2020-09-07,2019-10-01
1055,19110,5,2020-08-21,2020-08-01
223317,19113,4,2020-09-06,2019-12-01
223317,19114,4,2020-09-02,2019-12-01
123986,19117,4,2020-08-21,2019-10-01
3857,19118,5,2020-09-10,2019-10-01
3857,19119,5,2020-09-09,2019-10-01
717,19120,5,2020-09-16,2019-11-01
322696,19121,4,2020-09-09,2020-07-01
244701,19122,4,2020-08-28,2020-05-01
276334,19124,4,2020-08-19,2020-04-01
123986,19130,4,2020-08-28,2019-10-01
188910,19131,4,2020-08-21,2019-10-01
3857,19132,5,2020-09-21,2019-10-01
296,19133,5,2020-08-20,2020-08-01
269120,19134,4,2020-08-28,2020-03-01
3857,19135,5,2020-09-16,2019-10-01
269120,19136,4,2020-08-28,2020-03-01
269120,19137,4,2020-09-03,2020-03-01
175677,19138,4,2020-08-20,2019-09-01
4824,19140,5,2020-08-21,2020-07-01
169428,19142,4,2020-09-06,2019-09-01
4272,19143,5,2020-09-02,2019-10-01
5101,19144,5,2020-08-28,2020-07-01
5101,19146,5,2020-09-02,2020-07-01
311805,19147,4,2020-08-27,2020-06-01
5101,19148,5,2020-09-02,2020-07-01
5101,19150,5,2020-09-02,2020-07-01
137344,19151,4,2020-09-16,2019-04-01
940,19153,5,2020-08-21,2019-12-01
2068,19155,5,2020-08-28,2019-04-01
329795,19157,4,2020-09-02,2020-07-01
312670,19160,1,2020-09-20,2020-06-01
137704,19161,4,2020-08-28,2019-05-01
125229,19162,4,2020-08-20,2019-02-01
292200,19163,4,2020-08-20,2020-06-01
254028,19165,4,2020-08-28,2020-03-01
282982,19168,1,2020-08-27,2020-05-01
191591,19169,1,2020-08-28,2019-10-01
134505,19173,4,2020-09-01,2019-09-01
248502,19174,4,2020-08-27,2020-02-01
21423,19178,4,2020-08-20,2020-08-01
309743,19180,1,2020-08-28,2020-06-01
124475,19181,4,2020-08-20,2019-08-01
130756,19183,1,2020-08-20,2019-03-01
146355,19184,4,2020-08-22,2020-04-01
121457,19186,1,2020-08-28,2019-03-01
121382,19191,4,2020-08-28,2019-02-01
282982,19193,1,2020-09-03,2020-05-01
290858,19198,4,2020-09-01,2020-05-01
5100,19199,5,2020-09-02,2020-06-01
251860,19202,4,2020-09-01,2020-03-01
240192,19204,4,2020-09-06,2020-04-01
221194,19205,4,2020-08-21,2019-12-01
221194,19208,4,2020-08-21,2019-12-01
197710,19210,4,2020-08-27,2020-05-01
3896,19211,5,2020-08-20,2019-01-01
221194,19212,4,2020-08-21,2019-12-01
254028,19213,4,2020-08-27,2020-03-01
312670,19214,1,2020-09-15,2020-06-01
3480,19215,5,2020-08-20,2020-01-01
165987,19216,3,2020-08-22,2019-09-01
4681,19218,5,2020-08-27,2019-11-01
137145,19220,4,2020-08-27,2019-04-01
4717,19223,5,2020-08-20,2020-05-01
317096,19224,4,2020-08-20,2020-08-01
126843,19228,1,2020-08-20,2019-05-01
304323,19231,4,2020-08-20,2020-06-01
270277,19235,4,2020-09-13,2020-04-01
3199,19236,5,2020-08-28,2019-06-01
281461,19237,4,2020-09-01,2020-04-01
282982,19239,1,2020-08-27,2020-05-01
157729,19240,1,2020-09-06,2019-11-01
264590,19241,4,2020-08-20,2020-03-01
121179,19243,4,2020-08-20,2018-12-01
5069,19245,5,2020-09-01,2020-05-01
199181,19247,4,2020-09-02,2019-11-01
264590,19249,4,2020-09-14,2020-03-01
180158,19251,4,2020-08-28,2019-08-01
249864,19252,4,2020-10-03,2020-02-01
280332,19253,4,2020-10-06,2020-04-01
329078,19254,1,2020-08-20,2020-07-01
293736,19256,4,2020-09-01,2020-05-01
251860,19257,4,2020-09-01,2020-03-01
303807,19258,4,2020-08-21,2020-06-01
3747,19259,5,2020-09-01,2020-06-01
5077,19261,5,2020-08-20,2020-06-01
173551,19266,4,2020-08-27,2019-09-01
155444,19267,4,2020-09-02,2019-10-01
165987,19269,3,2020-08-20,2019-09-01
3048,19270,5,2020-08-20,2020-07-01
303866,19271,4,2020-08-28,2020-05-01
14447,19272,1,2020-08-20,2019-09-01
241433,19273,4,2020-08-28,2020-02-01
4102,19276,5,2020-08-21,2019-06-01
6529,19277,4,2020-08-27,2020-04-01
303866,19281,4,2020-08-28,2020-05-01
281461,19282,4,2020-08-28,2020-04-01
4863,19286,5,2020-08-20,2020-08-01
175079,19290,4,2020-08-22,2020-06-01
120715,19295,4,2020-09-02,2018-12-01
5077,19298,5,2020-08-20,2020-06-01
216653,19299,4,2020-08-20,2019-12-01
137145,19300,4,2020-09-01,2019-04-01
164540,19303,4,2020-08-23,2019-09-01
198405,19306,4,2020-08-20,2019-10-01
4863,19308,5,2020-08-20,2020-08-01
137145,19309,4,2020-08-27,2019-04-01
187958,19310,4,2020-08-21,2019-10-01
3048,19311,5,2020-08-20,2020-07-01
4054,19313,5,2020-08-20,2019-06-01
14447,19314,1,2020-08-20,2019-09-01
4102,19317,5,2020-08-20,2019-06-01
130756,19321,1,2020-08-20,2019-03-01
4436,19323,5,2020-08-20,2020-06-01
4863,19325,5,2020-08-20,2020-08-01
181261,19329,4,2020-08-20,2019-08-01
5077,19330,5,2020-08-20,2020-06-01
232250,19331,4,2020-08-20,2020-06-01
237352,19332,4,2020-08-28,2020-01-01
14362,19333,1,2020-08-21,2020-05-01
254028,19334,4,2020-08-27,2020-03-01
273994,19338,4,2020-09-06,2020-04-01
